,exog,endog,probabilities
10854,"[1, 0, 17, 0, 21, 9, 27, 33, 32, 0, 25, 29, 27, 12, 14, 20, 30, 1, 32, 22, 2, 23]",0,0.13185984
26407,"[0, 0, 12, 0, 1, 33, 24, 20, 21, 26, 11, 8, 6, 16, 25, 17, 32]",0,0.13179854
8396,"[1, 0, 17, 0, 5, 30, 3, 29, 3, 16, 7, 5, 0, 10, 12, 9, 30, 33, 28, 21, 11, 1]",0,0.13164565
7922,"[1, 1, 15, 0, 30, 0, 31, 17, 29, 30, 30, 10, 26, 20, 11, 14, 15, 15, 5, 6]",0,0.13162525
20878,"[0, 0, 16, 0, 16, 18, 25, 30, 32, 4, 21, 20, 8, 7, 5, 19, 20, 0, 28, 20, 29]",0,0.13128595
31008,"[0, 0, 13, 0, 20, 18, 10, 27, 14, 13, 25, 28, 6, 17, 6, 16, 5, 14]",0,0.13114305
33761,"[0, 0, 17, 0, 12, 0, 16, 16, 11, 9, 18, 17, 22, 28, 3, 20, 1, 7, 7, 20, 21, 21]",0,0.13040765
23217,"[0, 0, 13, 0, 30, 17, 25, 0, 31, 33, 20, 18, 18, 12, 11, 6, 13, 4]",0,0.12981579
3168,"[0, 1, 16, 0, 25, 23, 24, 1, 26, 2, 6, 30, 14, 5, 13, 13, 20, 25, 31, 29, 10]",1,0.12979554
8646,"[0, 0, 16, 0, 29, 29, 18, 33, 18, 21, 17, 24, 11, 9, 32, 5, 22, 10, 1, 1, 8]",0,0.1294957
31816,"[0, 0, 18, 0, 19, 17, 27, 33, 3, 9, 9, 28, 28, 6, 33, 33, 18, 7, 12, 31, 6, 21, 26]",1,0.12907405
10786,"[0, 0, 15, 0, 22, 29, 7, 21, 18, 1, 28, 5, 30, 19, 0, 0, 33, 21, 24, 9]",0,0.12846802
18205,"[0, 0, 15, 0, 17, 14, 12, 7, 0, 29, 26, 26, 17, 8, 16, 20, 20, 7, 28, 6]",1,0.128057
36019,"[0, 0, 17, 0, 2, 8, 28, 18, 29, 8, 32, 23, 32, 2, 33, 12, 15, 10, 30, 15, 16, 24]",1,0.12754272
35101,"[1, 1, 16, 0, 10, 28, 33, 0, 10, 13, 22, 21, 20, 7, 0, 15, 16, 8, 9, 13, 12]",0,0.12738417
16057,"[1, 0, 14, 0, 32, 18, 22, 30, 21, 1, 22, 21, 6, 26, 2, 9, 31, 1, 24]",0,0.12706825
9390,"[1, 0, 14, 0, 23, 27, 8, 31, 24, 26, 5, 24, 29, 28, 22, 9, 20, 31, 19]",0,0.12702563
17999,"[1, 0, 17, 0, 11, 27, 29, 0, 33, 9, 17, 25, 7, 8, 10, 32, 3, 30, 8, 16, 30, 22]",0,0.12697943
17357,"[0, 0, 12, 0, 3, 18, 22, 6, 28, 32, 19, 14, 18, 12, 9, 0, 23]",0,0.12677084
31668,"[1, 0, 14, 0, 7, 0, 22, 12, 28, 5, 19, 16, 30, 12, 30, 23, 20, 13, 9]",1,0.12565862
41249,"[0, 0, 14, 0, 19, 33, 31, 7, 4, 5, 11, 14, 0, 32, 25, 32, 11, 10, 26]",0,0.1255789
35814,"[1, 0, 12, 0, 11, 27, 0, 30, 10, 20, 14, 15, 12, 7, 13, 6, 9]",0,0.12489732
11084,"[0, 0, 12, 0, 27, 30, 8, 8, 9, 33, 22, 5, 13, 2, 4, 16, 32]",0,0.124733366
40708,"[0, 0, 10, 0, 23, 18, 30, 31, 28, 13, 21, 5, 19, 10, 22]",0,0.12460947
33890,"[0, 0, 16, 0, 33, 8, 28, 30, 33, 31, 8, 5, 18, 2, 7, 3, 33, 10, 9, 32, 3]",0,0.12394764
34136,"[0, 0, 15, 0, 33, 6, 9, 2, 17, 24, 2, 19, 18, 0, 23, 24, 3, 7, 21, 25]",0,0.123942986
25619,"[0, 0, 15, 0, 3, 29, 28, 29, 18, 30, 10, 6, 12, 31, 17, 19, 10, 15, 10, 2]",0,0.12383476
23872,"[0, 1, 17, 0, 18, 33, 31, 33, 18, 12, 19, 29, 25, 13, 0, 13, 0, 17, 16, 17, 8, 2]",0,0.12382735
27381,"[0, 1, 15, 0, 2, 32, 27, 31, 23, 16, 9, 5, 4, 6, 4, 9, 1, 19, 11, 11]",0,0.12352454
32778,"[0, 0, 15, 0, 10, 29, 17, 0, 26, 26, 22, 24, 24, 21, 13, 8, 1, 9, 25, 21]",0,0.12332933
4056,"[0, 1, 16, 0, 13, 9, 31, 32, 33, 27, 30, 12, 25, 12, 25, 26, 21, 22, 0, 1, 6]",0,0.122908436
37093,"[1, 0, 12, 0, 23, 8, 9, 33, 5, 8, 27, 15, 21, 0, 16, 31, 5]",0,0.12288725
9259,"[1, 0, 12, 1, 7, 30, 30, 10, 28, 25, 14, 14, 24, 27, 27, 6, 19]",1,0.12282276
14187,"[1, 0, 17, 0, 0, 0, 28, 4, 32, 23, 10, 7, 8, 4, 18, 23, 9, 27, 15, 15, 27, 15]",0,0.12255557
32553,"[0, 0, 14, 0, 31, 18, 6, 5, 5, 2, 24, 2, 2, 20, 23, 22, 10, 27, 29]",1,0.12222177
15993,"[0, 0, 16, 0, 33, 28, 18, 9, 2, 25, 30, 4, 30, 27, 27, 16, 23, 23, 23, 0, 17]",0,0.12219767
41060,"[0, 0, 14, 0, 11, 29, 0, 9, 24, 6, 32, 5, 2, 15, 27, 33, 31, 21, 31]",0,0.12205282
36720,"[0, 0, 16, 1, 2, 17, 20, 31, 24, 31, 33, 15, 3, 7, 33, 19, 0, 23, 16, 9, 4]",0,0.12175181
37305,"[1, 0, 12, 0, 0, 30, 31, 32, 29, 6, 33, 25, 30, 11, 25, 7, 13]",0,0.12135265
35261,"[0, 0, 14, 0, 0, 9, 32, 31, 17, 15, 29, 28, 30, 8, 23, 24, 2, 11, 11]",0,0.12111188
28261,"[1, 0, 16, 0, 5, 17, 12, 20, 28, 20, 7, 4, 30, 21, 1, 19, 0, 11, 9, 26, 26]",0,0.12080833
20265,"[1, 1, 12, 0, 31, 30, 27, 8, 15, 32, 9, 7, 26, 15, 10, 0, 23]",0,0.12055676
8496,"[1, 0, 15, 0, 9, 29, 17, 27, 31, 16, 14, 23, 32, 21, 0, 11, 21, 0, 5, 23]",0,0.120508775
141,"[0, 1, 17, 0, 28, 30, 8, 17, 31, 33, 29, 2, 11, 10, 2, 21, 8, 7, 3, 2, 11, 19]",1,0.12022107
3814,"[1, 1, 15, 0, 24, 29, 25, 22, 28, 3, 24, 2, 31, 9, 20, 5, 6, 6, 0, 0]",0,0.12014988
36309,"[1, 0, 14, 0, 21, 18, 21, 7, 30, 23, 31, 21, 25, 10, 8, 17, 22, 32, 32]",0,0.120039225
37219,"[1, 1, 16, 0, 15, 26, 28, 33, 5, 31, 30, 18, 18, 9, 9, 14, 33, 11, 29, 19, 24]",0,0.119923286
34494,"[1, 0, 16, 0, 10, 27, 31, 29, 2, 27, 21, 8, 30, 8, 8, 4, 32, 5, 18, 1, 2]",0,0.1198163
29784,"[1, 0, 15, 1, 7, 18, 27, 26, 0, 32, 18, 21, 28, 28, 7, 2, 10, 32, 5, 10]",0,0.11949919
1419,"[0, 0, 13, 0, 30, 30, 32, 14, 24, 21, 2, 3, 21, 17, 28, 28, 32, 26]",0,0.11927377
34171,"[0, 1, 13, 0, 19, 28, 26, 31, 32, 18, 9, 23, 11, 22, 31, 7, 20, 24]",0,0.11889214
10343,"[1, 0, 12, 0, 14, 33, 30, 9, 28, 24, 21, 14, 21, 32, 32, 3, 20]",0,0.118892044
25587,"[1, 0, 16, 0, 14, 28, 32, 16, 30, 13, 11, 23, 12, 31, 3, 1, 23, 15, 33, 4, 23]",1,0.11879737
28288,"[1, 0, 14, 0, 4, 18, 9, 7, 15, 26, 15, 17, 24, 4, 19, 13, 17, 6, 14]",0,0.11854502
5501,"[1, 0, 15, 0, 11, 31, 32, 10, 32, 25, 23, 26, 25, 8, 0, 7, 21, 22, 23, 2]",0,0.11849025
15843,"[0, 0, 15, 0, 25, 27, 29, 33, 10, 18, 32, 24, 25, 1, 1, 24, 9, 14, 27, 10]",0,0.11836663
1033,"[1, 0, 12, 0, 32, 17, 8, 7, 0, 11, 13, 15, 5, 17, 28, 31, 12]",0,0.117857955
2876,"[0, 1, 15, 0, 8, 29, 31, 11, 10, 12, 0, 17, 18, 14, 1, 18, 8, 9, 12, 20]",0,0.11779447
21160,"[0, 0, 13, 0, 3, 33, 32, 7, 8, 24, 16, 24, 24, 16, 26, 26, 2, 27]",0,0.11778326
3702,"[0, 0, 14, 1, 26, 3, 21, 7, 21, 1, 22, 28, 11, 30, 30, 10, 10, 32, 31]",0,0.11759539
7315,"[0, 0, 13, 0, 33, 9, 0, 17, 18, 17, 29, 32, 20, 12, 1, 15, 2, 11]",0,0.11673597
29269,"[0, 0, 14, 0, 4, 28, 19, 2, 33, 17, 27, 32, 17, 14, 4, 2, 11, 13, 11]",0,0.11649281
24340,"[0, 0, 17, 0, 0, 27, 28, 8, 31, 19, 17, 16, 25, 25, 5, 19, 24, 7, 9, 0, 31, 15]",0,0.11645205
30100,"[0, 0, 17, 1, 13, 30, 33, 28, 15, 18, 1, 21, 7, 5, 31, 5, 17, 9, 9, 8, 2, 20]",0,0.116303094
14081,"[0, 0, 13, 0, 2, 29, 9, 1, 32, 31, 25, 18, 8, 19, 11, 15, 5, 8]",0,0.11621772
31850,"[0, 0, 16, 0, 3, 28, 17, 7, 1, 8, 8, 0, 31, 12, 30, 31, 26, 20, 28, 6, 3]",0,0.11589472
33288,"[0, 1, 11, 0, 5, 28, 30, 32, 8, 16, 32, 31, 21, 2, 12, 13]",0,0.11577658
34091,"[1, 0, 13, 0, 10, 0, 31, 33, 32, 10, 7, 20, 19, 18, 12, 21, 12, 17]",0,0.11568121
24820,"[0, 0, 16, 0, 11, 29, 0, 16, 26, 28, 25, 7, 28, 0, 1, 33, 19, 14, 33, 10, 10]",0,0.11559435
36269,"[0, 1, 15, 0, 23, 0, 18, 11, 5, 23, 15, 25, 6, 30, 22, 14, 19, 33, 20, 31]",1,0.11556362
30293,"[1, 1, 13, 0, 10, 28, 31, 10, 17, 21, 20, 13, 3, 31, 13, 2, 15, 14]",0,0.11543928
34197,"[0, 1, 15, 0, 16, 33, 32, 19, 10, 16, 0, 7, 22, 19, 13, 33, 16, 24, 6, 28]",0,0.11526177
3518,"[0, 0, 15, 0, 30, 12, 13, 14, 5, 5, 15, 1, 7, 0, 0, 9, 26, 31, 30, 28]",0,0.11513807
16722,"[0, 0, 17, 0, 8, 3, 9, 2, 25, 21, 14, 15, 0, 24, 15, 26, 5, 16, 29, 4, 26, 28]",0,0.11488868
2663,"[0, 1, 16, 0, 14, 29, 30, 26, 31, 26, 24, 18, 21, 3, 20, 9, 4, 1, 27, 19, 33]",0,0.11424275
15010,"[1, 1, 15, 0, 2, 29, 22, 8, 11, 20, 26, 11, 25, 24, 9, 15, 13, 31, 29, 25]",0,0.11360881
21051,"[0, 0, 17, 0, 1, 32, 9, 28, 17, 16, 28, 23, 2, 19, 8, 8, 5, 22, 10, 20, 7, 14]",0,0.11313679
26905,"[0, 0, 12, 0, 24, 32, 33, 19, 15, 31, 5, 6, 25, 7, 1, 4, 26]",0,0.11261586
30606,"[0, 0, 15, 0, 10, 18, 0, 22, 21, 9, 10, 17, 31, 8, 4, 9, 2, 6, 6, 33]",0,0.11256809
18767,"[0, 1, 15, 0, 21, 28, 0, 9, 9, 11, 19, 21, 30, 30, 15, 12, 17, 17, 17, 20]",0,0.11245141
4980,"[0, 0, 17, 0, 1, 18, 33, 29, 27, 17, 18, 23, 0, 26, 6, 6, 5, 33, 22, 18, 23, 23]",0,0.11241275
7252,"[1, 1, 14, 1, 15, 26, 5, 11, 25, 23, 1, 26, 31, 29, 20, 17, 13, 10, 14]",0,0.11231926
41143,"[0, 0, 13, 0, 31, 30, 31, 6, 2, 15, 13, 12, 29, 11, 11, 25, 4, 8]",0,0.11229928
10393,"[0, 0, 16, 0, 11, 32, 30, 29, 26, 27, 20, 23, 18, 25, 9, 15, 0, 18, 21, 11, 21]",0,0.11220273
3813,"[0, 0, 13, 0, 3, 27, 31, 1, 12, 19, 20, 25, 14, 24, 18, 2, 6, 12]",0,0.11215969
375,"[1, 1, 14, 0, 14, 17, 27, 30, 31, 32, 24, 11, 8, 21, 11, 7, 26, 13, 5]",1,0.112144336
20876,"[0, 0, 12, 0, 20, 30, 18, 27, 31, 12, 17, 17, 7, 25, 25, 11, 5]",0,0.1120984
29492,"[0, 0, 12, 0, 29, 17, 22, 16, 20, 27, 23, 1, 28, 25, 11, 3, 13]",0,0.11198316
8739,"[0, 0, 17, 0, 18, 28, 27, 17, 30, 18, 0, 10, 32, 30, 21, 14, 24, 25, 14, 31, 9, 8]",0,0.111974806
15045,"[1, 0, 16, 0, 27, 33, 29, 1, 0, 30, 7, 18, 7, 29, 5, 10, 8, 24, 5, 11, 11]",0,0.11165998
4249,"[0, 0, 13, 0, 32, 18, 29, 28, 27, 32, 7, 32, 25, 25, 25, 25, 22, 24]",0,0.111650005
2670,"[1, 1, 13, 0, 4, 18, 8, 33, 1, 32, 4, 27, 33, 14, 9, 21, 23, 20]",0,0.11139693
20766,"[1, 0, 15, 0, 3, 8, 28, 6, 7, 24, 17, 19, 17, 7, 16, 16, 27, 16, 3, 21]",0,0.11109017
38913,"[1, 0, 12, 0, 16, 27, 9, 33, 17, 11, 20, 13, 19, 31, 9, 11, 24]",0,0.11085653
19590,"[0, 1, 11, 0, 7, 28, 30, 7, 32, 31, 23, 5, 13, 19, 33, 12]",0,0.11059646
37457,"[0, 0, 13, 0, 20, 18, 11, 6, 3, 19, 13, 28, 28, 6, 6, 20, 7, 26]",0,0.11056825
31727,"[0, 1, 15, 0, 18, 7, 1, 31, 0, 23, 13, 17, 17, 4, 25, 6, 3, 10, 20, 7]",0,0.11055909
10900,"[1, 0, 12, 0, 2, 18, 29, 30, 27, 32, 11, 8, 6, 17, 17, 21, 21]",0,0.11017318
1683,"[0, 0, 15, 0, 19, 27, 7, 30, 29, 9, 6, 17, 17, 11, 16, 6, 32, 1, 6, 15]",0,0.10989192
38133,"[0, 0, 15, 0, 15, 18, 7, 30, 33, 32, 7, 19, 4, 33, 26, 3, 32, 15, 6, 17]",0,0.1097805
18046,"[0, 0, 13, 1, 18, 29, 18, 16, 3, 11, 13, 5, 9, 32, 1, 5, 12, 1]",0,0.10934533
552,"[0, 0, 7, 0, 17, 28, 8, 27, 31, 21, 22, 5]",0,0.10890416
15768,"[0, 0, 17, 0, 0, 0, 15, 12, 9, 27, 18, 12, 6, 33, 33, 26, 4, 4, 20, 16, 8, 13]",0,0.108861886
8135,"[0, 1, 9, 0, 8, 28, 30, 31, 10, 2, 23, 23, 21, 30]",0,0.10875051
36532,"[1, 1, 17, 0, 32, 30, 27, 28, 1, 19, 26, 21, 0, 21, 1, 24, 18, 24, 25, 25, 7, 28]",1,0.1084954
27744,"[1, 0, 15, 0, 3, 29, 9, 31, 33, 25, 16, 17, 25, 14, 32, 27, 13, 7, 19, 2]",0,0.10839913
28963,"[0, 0, 12, 0, 26, 9, 30, 31, 0, 17, 7, 16, 12, 2, 21, 15, 20]",0,0.10834225
28302,"[0, 0, 15, 0, 21, 28, 9, 7, 30, 3, 18, 13, 12, 18, 6, 15, 17, 17, 2, 23]",0,0.108110346
3579,"[0, 0, 12, 0, 14, 33, 19, 26, 6, 12, 8, 28, 13, 21, 6, 21, 12]",0,0.108104676
5462,"[0, 0, 12, 0, 14, 9, 33, 24, 33, 30, 19, 30, 21, 21, 8, 28, 24]",0,0.107861064
25108,"[0, 0, 12, 0, 3, 17, 29, 32, 0, 9, 19, 8, 31, 24, 28, 2, 5]",0,0.107463315
26615,"[1, 1, 16, 0, 26, 29, 22, 25, 5, 12, 14, 31, 7, 12, 26, 1, 20, 16, 22, 30, 27]",0,0.10705145
15166,"[0, 1, 15, 0, 27, 29, 17, 30, 9, 33, 22, 4, 14, 17, 12, 6, 12, 13, 2, 24]",1,0.10705074
41956,"[1, 0, 16, 0, 21, 33, 31, 29, 18, 10, 16, 27, 13, 0, 10, 25, 12, 30, 30, 0, 33]",0,0.10691888
1546,"[1, 0, 15, 1, 26, 27, 29, 19, 21, 24, 0, 0, 31, 16, 29, 9, 13, 22, 25, 17]",0,0.10656959
29035,"[0, 0, 15, 0, 8, 28, 25, 26, 22, 13, 12, 33, 10, 25, 23, 16, 9, 31, 11, 13]",0,0.10653613
20774,"[1, 1, 15, 0, 0, 30, 18, 24, 14, 21, 13, 6, 11, 21, 4, 15, 12, 11, 33, 12]",0,0.10642682
6465,"[1, 0, 12, 0, 10, 29, 0, 26, 30, 33, 31, 6, 3, 2, 30, 23, 23]",0,0.106314115
14188,"[1, 0, 12, 0, 13, 18, 29, 5, 30, 4, 21, 6, 19, 10, 25, 31, 24]",0,0.10627221
32390,"[0, 0, 15, 0, 6, 9, 29, 0, 28, 7, 12, 16, 15, 5, 3, 16, 4, 5, 18, 4]",0,0.105967864
4121,"[0, 0, 12, 0, 21, 18, 28, 32, 29, 10, 9, 5, 30, 17, 11, 30, 13]",0,0.105854474
26479,"[0, 0, 10, 0, 11, 18, 9, 7, 5, 8, 4, 0, 24, 16, 0]",0,0.10582064
27680,"[0, 0, 13, 0, 30, 6, 11, 16, 15, 14, 26, 31, 11, 16, 10, 27, 7, 17]",0,0.10572643
39386,"[1, 0, 16, 0, 5, 30, 32, 0, 26, 26, 7, 0, 17, 28, 14, 33, 11, 8, 3, 27, 12]",1,0.10532759
23053,"[1, 0, 15, 0, 25, 33, 28, 28, 16, 33, 10, 6, 24, 6, 4, 21, 21, 3, 4, 5]",1,0.10531903
32219,"[0, 0, 16, 0, 4, 30, 26, 9, 30, 23, 14, 29, 3, 1, 18, 28, 12, 11, 13, 16, 7]",0,0.10530626
12072,"[0, 0, 13, 0, 2, 28, 0, 31, 24, 9, 22, 15, 25, 25, 26, 11, 26, 10]",0,0.1052069
3667,"[0, 0, 12, 0, 7, 17, 11, 15, 21, 31, 12, 23, 5, 5, 29, 3, 29]",0,0.10517151
35611,"[1, 0, 12, 0, 32, 17, 0, 7, 15, 31, 1, 13, 16, 28, 9, 5, 22]",0,0.105134375
19910,"[0, 0, 14, 0, 8, 2, 27, 31, 10, 22, 5, 25, 17, 13, 29, 2, 20, 10, 3]",0,0.10509666
7418,"[0, 0, 14, 1, 13, 0, 27, 10, 9, 6, 6, 15, 17, 24, 19, 1, 29, 3, 21]",0,0.10485518
37913,"[1, 0, 12, 0, 12, 32, 25, 7, 22, 32, 15, 0, 13, 25, 24, 29, 31]",0,0.104646236
35744,"[1, 0, 13, 0, 13, 27, 17, 0, 33, 9, 32, 30, 21, 14, 20, 26, 24, 31]",0,0.10453761
5276,"[0, 0, 12, 0, 2, 27, 28, 26, 25, 10, 16, 22, 24, 29, 30, 32, 12]",0,0.10437683
7940,"[1, 0, 17, 0, 16, 0, 25, 30, 2, 30, 28, 32, 15, 29, 24, 3, 22, 6, 9, 21, 13, 23]",0,0.10436916
8196,"[0, 0, 16, 0, 16, 9, 26, 9, 32, 10, 19, 20, 3, 14, 19, 9, 16, 20, 12, 16, 7]",0,0.10433246
8003,"[0, 0, 15, 0, 19, 8, 32, 26, 1, 8, 11, 14, 32, 18, 3, 2, 22, 32, 14, 1]",0,0.10423671
29084,"[0, 0, 15, 0, 6, 27, 26, 30, 10, 0, 29, 0, 19, 20, 32, 22, 11, 12, 22, 24]",0,0.103914864
12726,"[0, 0, 13, 0, 14, 28, 29, 8, 30, 5, 2, 6, 11, 9, 33, 29, 3, 3]",0,0.103847705
40142,"[1, 0, 13, 0, 28, 16, 10, 0, 31, 4, 5, 15, 17, 7, 2, 6, 25, 2]",0,0.1038278
9739,"[0, 0, 15, 0, 29, 0, 8, 17, 5, 28, 23, 12, 10, 14, 3, 19, 32, 33, 8, 5]",0,0.103751525
28433,"[1, 0, 16, 0, 20, 0, 31, 0, 18, 24, 17, 16, 5, 15, 16, 19, 32, 27, 1, 32, 9]",1,0.10373078
41619,"[0, 0, 16, 0, 21, 17, 17, 32, 16, 9, 8, 14, 7, 24, 27, 11, 20, 33, 20, 27, 19]",0,0.10358009
8809,"[0, 0, 12, 0, 5, 27, 19, 1, 13, 16, 17, 15, 22, 2, 12, 12, 27]",0,0.10343413
7865,"[0, 0, 12, 0, 23, 27, 29, 18, 22, 15, 18, 31, 25, 25, 21, 24, 5]",0,0.10343088
29399,"[1, 0, 16, 1, 33, 9, 32, 27, 15, 30, 15, 27, 26, 17, 12, 5, 0, 8, 24, 24, 7]",0,0.103371605
3042,"[0, 0, 15, 0, 24, 18, 26, 16, 10, 1, 27, 30, 22, 21, 22, 21, 0, 28, 30, 23]",0,0.10324328
40148,"[0, 0, 18, 1, 1, 28, 27, 31, 33, 12, 9, 18, 25, 33, 2, 22, 23, 19, 17, 29, 28, 25, 31]",0,0.10318486
28749,"[1, 0, 14, 0, 5, 25, 17, 23, 9, 23, 15, 15, 13, 9, 17, 32, 3, 25, 31]",0,0.10317222
33331,"[1, 0, 15, 0, 2, 26, 33, 29, 27, 29, 27, 0, 13, 25, 3, 2, 30, 20, 31, 13]",0,0.103078485
41049,"[0, 0, 16, 0, 18, 28, 18, 9, 10, 1, 31, 17, 0, 15, 1, 28, 5, 4, 24, 27, 15]",0,0.103043735
3487,"[0, 0, 12, 0, 21, 26, 9, 33, 18, 8, 7, 6, 21, 13, 30, 26, 20]",1,0.103036806
253,"[1, 0, 12, 0, 33, 27, 9, 5, 15, 21, 22, 30, 24, 16, 31, 11, 30]",0,0.102796964
4229,"[0, 0, 15, 0, 8, 18, 31, 27, 30, 6, 32, 27, 16, 27, 13, 21, 15, 19, 25, 25]",0,0.1023108
34530,"[0, 0, 11, 1, 32, 18, 9, 29, 23, 23, 13, 29, 6, 24, 4, 33]",0,0.101897895
27465,"[0, 0, 12, 0, 10, 30, 18, 16, 20, 22, 3, 14, 14, 16, 25, 31, 24]",0,0.10188863
19412,"[0, 0, 12, 0, 17, 33, 30, 1, 6, 31, 25, 13, 24, 33, 5, 31, 22]",0,0.10187987
5003,"[0, 0, 11, 0, 11, 18, 2, 8, 5, 1, 22, 14, 13, 25, 30, 17]",0,0.10162987
16544,"[0, 0, 17, 0, 26, 33, 8, 0, 1, 25, 25, 28, 4, 19, 19, 6, 5, 16, 4, 23, 7, 28]",0,0.10160607
24584,"[1, 0, 12, 0, 6, 29, 18, 29, 10, 10, 33, 30, 21, 6, 15, 11, 12]",0,0.1015973
13398,"[1, 0, 14, 0, 7, 18, 32, 33, 2, 18, 17, 30, 30, 11, 26, 0, 11, 7, 14]",0,0.10146313
38194,"[0, 0, 15, 0, 27, 16, 13, 22, 28, 22, 6, 8, 23, 25, 30, 9, 32, 15, 14, 4]",0,0.101305194
34911,"[0, 0, 12, 1, 24, 29, 28, 10, 0, 1, 23, 30, 24, 32, 23, 18, 12]",0,0.10130139
14283,"[1, 0, 12, 0, 23, 27, 31, 29, 18, 10, 9, 20, 20, 13, 8, 0, 22]",0,0.10126724
317,"[0, 1, 12, 0, 2, 30, 30, 31, 27, 32, 19, 1, 10, 24, 23, 26, 20]",0,0.10125694
33070,"[0, 1, 12, 0, 8, 26, 30, 12, 32, 14, 3, 30, 24, 30, 12, 2, 31]",0,0.10123827
23087,"[1, 0, 12, 0, 3, 9, 30, 19, 7, 15, 8, 28, 23, 12, 0, 31, 32]",0,0.10118466
29174,"[1, 0, 15, 0, 3, 30, 8, 16, 24, 21, 16, 23, 4, 25, 7, 20, 5, 17, 5, 8]",0,0.10116957
22820,"[0, 0, 13, 0, 19, 30, 31, 32, 0, 17, 21, 0, 11, 8, 2, 10, 6, 5]",0,0.101014964
35638,"[0, 0, 12, 1, 27, 9, 32, 30, 23, 3, 23, 24, 1, 32, 31, 28, 3]",0,0.10101301
28275,"[0, 0, 13, 0, 15, 17, 18, 21, 5, 4, 9, 33, 29, 5, 23, 5, 8, 24]",1,0.100966126
7202,"[0, 0, 10, 0, 26, 27, 9, 14, 8, 17, 32, 14, 13, 11, 14]",0,0.10090916
28674,"[0, 0, 13, 0, 9, 18, 27, 33, 15, 22, 23, 22, 14, 21, 11, 8, 22, 2]",1,0.10079776
37124,"[0, 0, 12, 0, 19, 25, 7, 32, 5, 16, 28, 14, 6, 22, 1, 24, 11]",0,0.100709036
41045,"[0, 0, 10, 0, 33, 18, 27, 25, 14, 10, 19, 17, 3, 8, 10]",0,0.100472264
30311,"[1, 1, 15, 0, 7, 29, 3, 27, 32, 17, 4, 26, 26, 27, 16, 25, 32, 0, 14, 13]",1,0.10045675
24893,"[0, 0, 17, 0, 14, 17, 25, 2, 33, 32, 9, 9, 12, 17, 31, 6, 1, 10, 10, 15, 4, 4]",0,0.100290135
134,"[0, 0, 12, 0, 4, 30, 33, 17, 0, 16, 31, 2, 22, 6, 23, 15, 13]",0,0.100225784
37020,"[0, 0, 12, 0, 26, 13, 4, 26, 5, 14, 9, 32, 5, 8, 30, 3, 1]",0,0.10007989
12982,"[0, 0, 7, 0, 30, 18, 28, 19, 5, 2, 4, 5]",0,0.10006651
9489,"[0, 0, 15, 0, 10, 9, 17, 0, 0, 4, 27, 22, 12, 14, 1, 1, 27, 24, 29, 31]",0,0.10002645
37395,"[0, 0, 15, 0, 3, 28, 24, 0, 15, 21, 31, 28, 12, 33, 1, 1, 32, 16, 7, 7]",0,0.10001506
937,"[1, 0, 19, 0, 6, 0, 11, 4, 26, 16, 5, 24, 15, 12, 31, 1, 30, 17, 27, 22, 26, 28, 12, 7]",1,0.09981276
27373,"[0, 1, 14, 0, 25, 30, 0, 31, 9, 18, 17, 17, 26, 14, 1, 10, 12, 10, 5]",0,0.09972101
36999,"[1, 0, 12, 0, 7, 27, 17, 27, 19, 12, 25, 15, 23, 9, 33, 10, 6]",0,0.09968065
5168,"[0, 0, 15, 0, 24, 28, 29, 4, 12, 11, 0, 33, 10, 27, 28, 8, 22, 8, 20, 6]",0,0.0994964
21250,"[1, 0, 14, 0, 21, 8, 21, 16, 13, 3, 3, 23, 7, 5, 33, 27, 32, 32, 31]",1,0.09949196
36219,"[0, 0, 12, 0, 8, 28, 9, 17, 19, 33, 31, 26, 5, 7, 27, 27, 3]",0,0.099480875
19385,"[0, 0, 13, 0, 18, 30, 28, 17, 32, 1, 3, 2, 14, 6, 11, 33, 23, 10]",0,0.099318646
33568,"[0, 0, 12, 0, 8, 33, 31, 33, 10, 26, 25, 27, 11, 5, 6, 30, 27]",0,0.09929049
25647,"[1, 0, 15, 0, 28, 30, 31, 0, 32, 18, 9, 33, 28, 3, 3, 19, 21, 22, 23, 7]",0,0.099046275
32600,"[1, 0, 12, 0, 22, 22, 20, 26, 20, 20, 32, 31, 28, 7, 13, 10, 11]",1,0.09887535
31334,"[0, 0, 13, 0, 25, 9, 27, 31, 25, 32, 1, 33, 5, 0, 19, 10, 32, 7]",0,0.09871776
36498,"[0, 0, 15, 0, 15, 27, 21, 14, 21, 13, 16, 20, 30, 30, 11, 10, 22, 8, 13, 15]",0,0.09865696
28554,"[0, 0, 13, 0, 28, 27, 32, 33, 8, 30, 24, 5, 13, 10, 24, 30, 6, 2]",0,0.09860852
30015,"[1, 0, 13, 0, 21, 28, 32, 13, 19, 25, 10, 10, 3, 12, 25, 23, 5, 11]",0,0.098572575
14000,"[0, 0, 13, 0, 9, 32, 33, 31, 30, 0, 7, 32, 27, 25, 3, 20, 23, 8]",0,0.09844624
24359,"[0, 0, 13, 0, 22, 28, 29, 30, 25, 15, 6, 5, 31, 22, 1, 0, 2, 31]",0,0.09839931
35577,"[1, 0, 18, 0, 28, 18, 27, 30, 1, 10, 15, 8, 0, 12, 6, 7, 5, 27, 31, 18, 30, 1, 31]",0,0.09837182
